Date,Dividends_SPY,Dividends_growth_SPY,Dividends_AGG,Dividends_growth_AGG,Dividends_QQQ,Dividends_growth_QQQ,Dividends_VNQ,Dividends_growth_VNQ,Dividends_IWM,Dividends_growth_IWM,Dividends_VIG,Dividends_growth_VIG,Dividends_IEF,Dividends_growth_IEF
2007-03-21,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,-11.575562700964623
2007-03-22,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,-11.575562700964623
2007-03-23,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.0,0.0,0.154,-53.191489361702125,0.0,0.0,0.275,-11.575562700964623
2007-03-26,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.275,-11.575562700964623
2007-03-27,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.275,-11.575562700964623
2007-03-28,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.275,-11.575562700964623
2007-03-29,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.275,-11.575562700964623
2007-03-30,0.551,-30.51702395964691,0.394,0.2544529262086516,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.275,-11.575562700964623
2007-04-02,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-03,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-04,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-05,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-09,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-10,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-11,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-12,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-13,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-16,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-17,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-18,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-19,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-20,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-23,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-24,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-25,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-26,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-27,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-04-30,0.551,-30.51702395964691,0.389,-1.2690355329949248,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.322,17.090909090909083
2007-05-01,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-02,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-03,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-04,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-07,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-08,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-09,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-10,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-11,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-14,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-15,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-16,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-17,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-18,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-21,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-22,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-23,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-24,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-25,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-29,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-30,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-05-31,0.551,-30.51702395964691,0.382,-1.7994858611825209,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.314,-2.4844720496894435
2007-06-01,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-04,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-05,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-06,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-07,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-08,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-11,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-12,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-13,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-14,0.551,-30.51702395964691,0.428,12.041884816753923,0.027,-50.0,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-15,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-18,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-19,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-20,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-21,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-22,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.467,-68.74163319946453,0.154,-53.191489361702125,0.184,-26.69322709163347,0.329,4.777070063694272
2007-06-25,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.892,91.00642398286936,0.154,-53.191489361702125,0.191,3.80434782608696,0.329,4.777070063694272
2007-06-26,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.892,91.00642398286936,0.154,-53.191489361702125,0.191,3.80434782608696,0.329,4.777070063694272
2007-06-27,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.892,91.00642398286936,0.154,-53.191489361702125,0.191,3.80434782608696,0.329,4.777070063694272
2007-06-28,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.329,4.777070063694272
2007-06-29,0.656,19.056261343012697,0.428,12.041884816753923,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.329,4.777070063694272
2007-07-02,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-03,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-05,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-06,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-09,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-10,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-11,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-12,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-13,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-16,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-17,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-18,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-19,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-20,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-23,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-24,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-25,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-26,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-27,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-30,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-07-31,0.656,19.056261343012697,0.421,-1.6355140186915904,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.313,-4.8632218844984845
2007-08-01,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-02,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-03,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-06,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-07,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-08,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-09,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-10,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-13,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-14,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-15,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-16,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-17,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-20,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-21,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-22,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-23,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-24,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-27,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-28,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-29,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-30,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-08-31,0.656,19.056261343012697,0.431,2.375296912114017,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.322,2.875399361022367
2007-09-04,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-05,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-06,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-07,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-10,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-11,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-12,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-13,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-14,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-17,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-18,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-19,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-20,0.656,19.056261343012697,0.429,-0.464037122969838,0.037,37.03703703703703,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-21,0.719,9.603658536585357,0.429,-0.464037122969838,0.026,-29.72972972972973,0.892,91.00642398286936,0.159,3.24675324675325,0.191,3.80434782608696,0.334,3.7267080745341645
2007-09-24,0.719,9.603658536585357,0.429,-0.464037122969838,0.026,-29.72972972972973,0.738,-17.264573991031394,0.159,3.24675324675325,0.217,13.612565445026176,0.334,3.7267080745341645
2007-09-25,0.719,9.603658536585357,0.429,-0.464037122969838,0.026,-29.72972972972973,0.738,-17.264573991031394,0.195,22.641509433962266,0.217,13.612565445026176,0.334,3.7267080745341645
2007-09-26,0.719,9.603658536585357,0.429,-0.464037122969838,0.026,-29.72972972972973,0.738,-17.264573991031394,0.195,22.641509433962266,0.217,13.612565445026176,0.334,3.7267080745341645
2007-09-27,0.719,9.603658536585357,0.429,-0.464037122969838,0.026,-29.72972972972973,0.738,-17.264573991031394,0.195,22.641509433962266,0.217,13.612565445026176,0.334,3.7267080745341645
2007-09-28,0.719,9.603658536585357,0.429,-0.464037122969838,0.026,-29.72972972972973,0.738,-17.264573991031394,0.195,22.641509433962266,0.217,13.612565445026176,0.334,3.7267080745341645
2007-10-01,0.719,9.603658536585357,0.414,-3.4965034965034993,0.026,-29.72972972972973,0.738,-17.264573991031394,0.195,22.641509433962266,0.217,13.612565445026176,0.31,-7.185628742514975
